"file_path","file_type","size_bytes","sha256","status"
"metadata/github_side_QA/private_git_sync_next_action_recommendation.md","md","872","9209134ed199d05b708adfac4f35c2516cb68add7055b5685a0922d15ccde3bc","present_in_private_git_working_copy"
"metadata/github_side_QA/private_git_sync_risk_scan.csv","csv","6962","aeb5aa2e3d7d7771d43bd9fcb5fbe7d2f872dbee1feded59cfbfaf6cda5b4619","present_in_private_git_working_copy"
"metadata/Package_version_verification_Phase27I.csv","csv","10314","deb736deb96b2cf4bde6c48009b69cffd0bd6cea4aeef5b26764c3b93fe345c0","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_code_figure8_remnant_resolution.csv","csv","430","118ccec03f13279936c1f87494f2e351dc1b0cf16aa4662dda2cfe4b09342681","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_copy_log.csv","csv","4074","f8e2cc4a23e268f31eb20d427470accfea3a01200dfa924cfe78210cbe00c11b","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_excluded_file_log.csv","csv","2738","3a9c812bbcc57c344b4c4d3ec75f18cc65a44f46125fba2c03ac90410af0a507","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_figure3_6_check.csv","csv","3429","903e663d51af1505142e73eaf53623fca2be3e886ade1e21ace5cc22170cdb71","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_file_manifest.csv","csv","41890","6f3a16f05f0789b5e91a0cff5ade6a4e16a7dd22b80c74ee30d2516340b30671","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_final_risk_scan.csv","csv","3109","ac550cd58bdf070065cda559537940e52a44d51cc1e111b64a02734f049ad515","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_path_scan.csv","csv","412","1f9b8f5d3bbc5702ea84d62b1add9718942b274a8b6f35876846753fa2b9451d","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_private_github_sync_recommendation.md","md","726","12e625e9824b00361b9eb13338c7739b05a4f9a27f17a4a62ce27f24f7757cd6","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_repair_report.md","md","2420","83c54076b6d78338839417b4dc1f67cd5502bb58c420da0f334e8e914e4793c0","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_supplementary_figure_S1_S9_check.csv","csv","8410","a4fd3aba9ccc329102f32b52f0dd491645061069ba41725c1a48cd988e159c3b","present_in_private_git_working_copy"
"metadata/pre_github_QA_v2/public_repo_candidate_v2_supplementary_table_S1_S15_check.csv","csv","17848","15d04c1b50dfac8fd49a75a77f2f400d758c015c70caf44b69994a3cc48fd788","present_in_private_git_working_copy"
"metadata/public_repo_candidate_v2_CHANGELOG.md","md","617","2d43e8b44ca05d263bd1d35a31d9d0d032a81d99aa948495a57f723739032e4e","present_in_private_git_working_copy"
"metadata/repository_manifest.csv","csv","37481","328b0390efe21656255252e2fb7fb1390508bc088a1d861e4e19e22e9f8c4319","present_in_private_git_working_copy"
"metadata/Repository_upload_manifest_Phase27I_final.csv","csv","14296","caccbff02c5f71d0d91708e9f363985a3e20444575f4e06eced712dcc4fa8832","present_in_private_git_working_copy"
"README.md","md","1190","3760186d8b8509871506f35d1b5ba29b4ad2da7f5629afea8b7941a86bdc5744","present_in_private_git_working_copy"
"results/AS_missing_input_audit.csv","csv","833","0b6ceec40af886e451f5b46c9f9e15273777e3ed10ee9a51cbd858201aa35c6c","present_in_private_git_working_copy"
"results/beataml_drug_sensitivity_summary.csv","csv","2868","86b9f2f14ce5c29ebb0bdaedfdee4de47d049a928fef5e7d5882ca42122a5345","present_in_private_git_working_copy"
"results/clinical_multivariable_cox_models.csv","csv","3226","10db115239f56be7829c72beeaca9e8893032747e7e22a8c764869c74165a917","present_in_private_git_working_copy"
"results/external_validation_main_results.csv","csv","1536","d248ca7947263cf5a6f556748a5d2696c07f68c2bc49ff67b9dc3f1b36f34643","present_in_private_git_working_copy"
"results/Figure2_values_final_truth_table.csv","csv","1406","dbbf48b4208be9ce728e7159ffb7afca46ce8e01f40840b548a146aa9945bfba","present_in_private_git_working_copy"
"results/GEO_validation_summary.csv","csv","1053","8bf52d5525fc147e7c7110fa0e3865be405c98bc781756544dae6753bedf56e2","present_in_private_git_working_copy"
"results/GSE6891_GSE14468_exclusion_audit.csv","csv","1253","2c13af145d04c8db2c26f8d0b39cbcef80d80c5e06514ff3d77b5c96e18d6057","present_in_private_git_working_copy"
"results/installed_R_packages_initial.csv","csv","9099","bfe2ab346b0d6222726066e035c11e9165fe0d5ec80ccab14aa10c50ca93e0f7","present_in_private_git_working_copy"
"results/Phase11_final_data_audit_summary.txt","txt","670","e53576b82ee3a340de2bc7d07146ab901da1f4dd2a9cf25202fdc524371822be","present_in_private_git_working_copy"
"results/Phase27I_blocker_update_CN.csv","csv","2288","fac5852fd3b10cf1b7e21ebab34af954cee0d96022a73ee9d35e7e7cd2db4acf","present_in_private_git_working_copy"
"results/PPI_hub_genes.csv","csv","353","a3d80952990262b5533052484599f53f7c78ae4f92d52f991fd206f27a2e8db5","present_in_private_git_working_copy"
"results/sample_flow_summary.csv","csv","1193","261a984d670f35092be8dabcb04abf20eb312f80481e65f130250a326fb8ca46","present_in_private_git_working_copy"
"results/sc_signature_gene_coverage.csv","csv","1368","e16a2cc4b7a438b0d926d442321132cafc5009fa8fe61602da9e7bc50b8173fa","present_in_private_git_working_copy"
"results/singlecell_patient_level_summary.csv","csv","659","850dd8727425c732a99ccfd9b97e0985d6e7e2d92c00a97028670e281b87acdd","present_in_private_git_working_copy"
"results/state_recognition_SHAP_features.csv","csv","40187","c114ce0cef45057d041202cef41bc98aa3166d5cca93551765274fda0bc5d7d7","present_in_private_git_working_copy"
"results/WGCNA_PRFT_positive_modules.csv","csv","22291","ff07c9212f5ab5454056e37fc06b9c69f03329a4b586e1ee2d4ec1d2957b3ba0","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S1__phase1_fix_sample_flow.csv","csv","1193","261a984d670f35092be8dabcb04abf20eb312f80481e65f130250a326fb8ca46","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S1__phase3C_BeatAML_sample_flow.csv","csv","28832","f95707f50b19d8cd9e7cd3a23f256aa868ec5282376753eecf3fefa0d8f6f784","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S1_part1.csv","csv","1193","261a984d670f35092be8dabcb04abf20eb312f80481e65f130250a326fb8ca46","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S1_part2.csv","csv","28832","f95707f50b19d8cd9e7cd3a23f256aa868ec5282376753eecf3fefa0d8f6f784","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S10__phase5_consensus_hub_genes.csv","csv","1895","4283f464477db7e2b17f3afd180a477acb046863cc53ab5d43eddb549d473f83","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S10__phase5_FS12_PPI_top20.csv","csv","353","a3d80952990262b5533052484599f53f7c78ae4f92d52f991fd206f27a2e8db5","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S10_part1.csv","csv","1895","4283f464477db7e2b17f3afd180a477acb046863cc53ab5d43eddb549d473f83","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S10_part2.csv","csv","353","a3d80952990262b5533052484599f53f7c78ae4f92d52f991fd206f27a2e8db5","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S11__phase3C_BeatAML_drug_correlation_all.csv","csv","344339","7302ee6a1bc29b110b0d241c951ad85874c63c439a416086ff1faafc72e89c60","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S11__phase3C_fix_main_vs_supplement_recommendation.csv","csv","4389","0b1bd500f35ac6c655bc06ec6ca4496d0cbb02248575fe67a975de75af51d4b8","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S11_part1.csv","csv","344339","7302ee6a1bc29b110b0d241c951ad85874c63c439a416086ff1faafc72e89c60","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S11_part2.csv","csv","4389","0b1bd500f35ac6c655bc06ec6ca4496d0cbb02248575fe67a975de75af51d4b8","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S12__phase4b_mixed_effect_models.csv","csv","4805","cbad236df7fb2aad13b562a04c28f8f65893297dc83800f6d37cffc8d05343a7","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S12__phase4b_patient_celltype_pseudobulk_scores.csv","csv","277955","f56db75777c66e1735f11f02d0bf46e24b9807921db34144add4d5bfd63ea168","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S12_part1.csv","csv","277955","f56db75777c66e1735f11f02d0bf46e24b9807921db34144add4d5bfd63ea168","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S12_part2.csv","csv","4805","cbad236df7fb2aad13b562a04c28f8f65893297dc83800f6d37cffc8d05343a7","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S13__phase7_cleanup_main_signature_pathway_summary.csv","csv","3332","c5e9c9e702109adf3fd17e1167c122097f875296b99f111545979c4ad9081dd6","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S13__phase7_pathway_cross_cohort_consistency.csv","csv","2839","0d6d4ebe1e210955ba6acc4950eed723fe21115a8fc4b8acefab0493891eab8d","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S13_part1.csv","csv","3332","c5e9c9e702109adf3fd17e1167c122097f875296b99f111545979c4ad9081dd6","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S13_part2.csv","csv","2839","0d6d4ebe1e210955ba6acc4950eed723fe21115a8fc4b8acefab0493891eab8d","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S14.csv","csv","2122","0729dbcfbd7f2716992efcc5ea559cad7b6a30373dacf8fed187b00f4c040cb0","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S14__phase6_external_validation_interpretation.csv","csv","2122","0729dbcfbd7f2716992efcc5ea559cad7b6a30373dacf8fed187b00f4c040cb0","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S15__phase8A_AS_candidate_file_classification.csv","csv","15317","00484ae44f3fc693bb0ae9c0f68c2bb8f3ace19bd7cf03de04ac7958a56f93c3","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S15__phase8A_AS_feasibility_report.csv","csv","833","0b6ceec40af886e451f5b46c9f9e15273777e3ed10ee9a51cbd858201aa35c6c","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S15_part1.csv","csv","833","0b6ceec40af886e451f5b46c9f9e15273777e3ed10ee9a51cbd858201aa35c6c","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S15_part2.csv","csv","15317","00484ae44f3fc693bb0ae9c0f68c2bb8f3ace19bd7cf03de04ac7958a56f93c3","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S2.csv","csv","3637","accd9226fd4bb56c3dbf35d7124ea97c716fec22cd83292dfef087555383d890","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S2__phase7_gene_sets_used.csv","csv","3637","accd9226fd4bb56c3dbf35d7124ea97c716fec22cd83292dfef087555383d890","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S3__phase1_DEG.csv","csv","3174024","c2518b39035387caa1fa94523a50b67b35ddbdc31f8ed65680f6a693823fb627","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S3__phase1_fix_WGCNA_modules.csv","csv","1747","20e7bdb15ec399ee7942ecc008aaf17c900ec2f033310ca92b3983c5f7ab819b","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S3_part1.csv","csv","3174024","c2518b39035387caa1fa94523a50b67b35ddbdc31f8ed65680f6a693823fb627","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S3_part2.csv","csv","1747","20e7bdb15ec399ee7942ecc008aaf17c900ec2f033310ca92b3983c5f7ab819b","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S4.csv","csv","160094","8b8139b08f54650f307a27cb710a8f9ba2a1e588f1df015221bb5ab0edfe5d06","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S4__phase1_fix_715_candidates.csv","csv","160094","8b8139b08f54650f307a27cb710a8f9ba2a1e588f1df015221bb5ab0edfe5d06","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S5.csv","csv","7002","9f59321ec617f6f9fd5bb244e7a73177581ee062b9b4f521d61c0150a2ad44c2","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S5__phase1_33_candidates.csv","csv","7002","9f59321ec617f6f9fd5bb244e7a73177581ee062b9b4f521d61c0150a2ad44c2","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S6__phase1_risk_score_formula.txt","txt","170","4aeda99c937be11a5038c6296e01b98a9c226d0019a54058814d2be3332cdcaf","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S6__phase1_six_gene_coefficients.csv","csv","180","26b657df9184befbd2355e09a7bcee17bc3e0bf29e3678068093f77720e5e684","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S6_part1.csv","csv","180","26b657df9184befbd2355e09a7bcee17bc3e0bf29e3678068093f77720e5e684","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S6_part2.txt","txt","170","4aeda99c937be11a5038c6296e01b98a9c226d0019a54058814d2be3332cdcaf","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S7__phase2_multivariable_cox_models.csv","csv","3226","10db115239f56be7829c72beeaca9e8893032747e7e22a8c764869c74165a917","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S7__phase2_univariate_clinical_cox.csv","csv","3419","851121282a5a62df106fa5349b4b8aba0e48e1fccf7bcaa4986859f8e730d9fd","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S7_part1.csv","csv","3226","10db115239f56be7829c72beeaca9e8893032747e7e22a8c764869c74165a917","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S7_part2.csv","csv","3419","851121282a5a62df106fa5349b4b8aba0e48e1fccf7bcaa4986859f8e730d9fd","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S8.csv","csv","88250","e0411aeafd675ee9fbdc6fe3fde0ca1716f285bc06d9118091fcbfef3ed1c8e1","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S8__phase3A_fix_model_ranking_composite_score.csv","csv","88250","e0411aeafd675ee9fbdc6fe3fde0ca1716f285bc06d9118091fcbfef3ed1c8e1","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S9.csv","csv","40187","c114ce0cef45057d041202cef41bc98aa3166d5cca93551765274fda0bc5d7d7","present_in_private_git_working_copy"
"supplementary_tables/Supplementary_Table_S9__phase3B_fix_SHAP_or_importance_top_features.csv","csv","40187","c114ce0cef45057d041202cef41bc98aa3166d5cca93551765274fda0bc5d7d7","present_in_private_git_working_copy"
