check_item,category,file_path,status,sha256,required,notes
metadata,structure,metadata/Repository_upload_manifest_Phase27I_final.csv,present,caccbff02c5f71d0d91708e9f363985a3e20444575f4e06eced712dcc4fa8832,true,
README,root,README.md,present,3760186d8b8509871506f35d1b5ba29b4ad2da7f5629afea8b7941a86bdc5744,true,
license note,root,LICENSE_note.md,present,f9d3ddd3d3ea3487c02032b2fea354143e7a0dbe2aa40a6d2e255c1c3fabdad8,true,
v2 repair report,v2_QA,metadata/pre_github_QA_v2/public_repo_candidate_v2_repair_report.md,present,83c54076b6d78338839417b4dc1f67cd5502bb58c420da0f334e8e914e4793c0,true,
v2 final risk scan,v2_QA,metadata/pre_github_QA_v2/public_repo_candidate_v2_final_risk_scan.csv,present,ac550cd58bdf070065cda559537940e52a44d51cc1e111b64a02734f049ad515,true,
v2 sync recommendation,v2_QA,metadata/pre_github_QA_v2/public_repo_candidate_v2_private_github_sync_recommendation.md,present,12e625e9824b00361b9eb13338c7739b05a4f9a27f17a4a62ce27f24f7757cd6,true,
Figure 2 v3,figure,figures/final/Figure_2_final_manual_assembled_no_title_v3.pdf,present,585e19e6d70e1a7ee481e36839e5fecb9c7906274ca426cd7f6e92cc5e963dbd,true,
Figure 7 v2,figure,figures/final/Figure_7_final_manual_assembled_no_title_v2.pdf,present,d9d992b98bf4cfec9051bf438fc839a3e7a3be047a3428509dc1ecee06f65f41,true,
Figure 3 final,figure,figures/main/Figure3_final.pdf,present,29026c4a1359091e5aa8b3dff432014b3ed2dab112e8fea20336cbd7d29f446f,true,
Figure 4 final,figure,figures/main/Figure4_final.pdf,present,24f5b8defecdf53db51f314db14b7c88e36f004a94a79d98e857e10e27aefbe9,true,
Figure 5 final,figure,figures/main/Figure5_final.pdf,present,b91dafb251216bf173931c1f5c86c311d9057e5ea52b61d993da2b7e2a645300,true,
Figure 6 final,figure,figures/main/Figure6_final.pdf,present,972974420542855a9d80d4c39a85370482fb83f126a5344e91241662b1f59d7e,true,
Supplementary Figure S1,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S1_final_manual_assembled.pdf,present,526de027dd805c99911bf05b0187f11c9701704f78a50d08b57ed39bcbd718de,true,
Supplementary Figure S2,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S2.pdf,present,6a8833201c0dc35351dbc555b0b871c2313df4562a892233a65620515d58ed2a,true,
Supplementary Figure S3,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S3__phase2b_calibration_model2_1_3_5year.pdf,present,db2870517f3e241c24b57d3948e3989d6e9255027322394ee03d0e0cd701538a,true,
Supplementary Figure S3,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S3__phase2b_DCA_3year_publication.pdf,present,5601d3f92d50efab83469500cbe0849c516dfa9dbbc8dcdd26729852423b71d1,true,
Supplementary Figure S3,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S3__phase2b_forestplot_all_models_publication.pdf,present,65e3a9174985c1aee1483712e1ba1028ec1361cfa54047a966aeff25dfb1451b,true,
Supplementary Figure S3,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S3__phase2b_nomogram_model2_publication.pdf,present,8c0337321dd62e924369d7bc166ff0ae03efdb6f60f50c7612517fe265daa76e,true,
Supplementary Figure S4,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S4__phase3A_fix_external_validation_bubbleplot.pdf,present,1dceb7efd4f31ee6e19b813a82d2643b1ae976cc782819f0681cff413da3a038,true,
Supplementary Figure S4,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S4__phase3A_fix_model_performance_heatmap.pdf,present,cfd4cb6a7e091872491a86f84577fa97ae90cc97064281fba39cfdb521f45156,true,
Supplementary Figure S4,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S4__phase3A_fix_top20_model_ranking.pdf,present,a79dd7cbdbab53c5fcaca7f2a0278141ab5b6e1ed88be7a3291405dc19852005,true,
Supplementary Figure S5,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S5__phase3A_PPI_external_validation_comparison.pdf,present,22916b280c52deaff31cf54cf3f79e45ff8d3b6b4419f0daa70c0898f16a4174,true,
Supplementary Figure S5,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S5__phase3A_PPI_vs_original_6gene_comparison.pdf,present,7a070527cb5018b621d6f18224e6a99f3f520ac02573948140cedc3399f10893,true,
Supplementary Figure S6,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S6__phase5_cytoHubba_like_ranking_heatmap.pdf,present,7ab5982e226132552b2bc9edbac69a25acddb4026e492eea845545649a4135c6,true,
Supplementary Figure S6,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S6__phase5_PPI_hub_overlap_barplot.pdf,present,f1490b409f3de668038aa6facc6d73dc054a140da029bea8bd71c459507ea405,true,
Supplementary Figure S6,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S6__phase5_PPI_network.pdf,present,2ad7ac1371287c1f950cbcb3664baa77ea6cf5a55ea54bf204c6a66b56250543,true,
Supplementary Figure S7,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S7__phase3C_BeatAML_drug_category_heatmap.pdf,present,15888066e5b17487a9f4ecc015bde9bb8072d933df73e9da07c040f850535c04,true,
Supplementary Figure S7,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S7__phase3C_BeatAML_selected_drug_scatterplots.pdf,present,ff5f8fdbc0789d982564598b2ad43d06786ad8eff2219af67e2b484e7e7f34f5,true,
Supplementary Figure S7,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S7__phase3C_drug_response_ML_performance_heatmap.pdf,present,8dc7dbbacf233f992a5b668440625925c81006c14b53b8cc114bd28f50f520ef,true,
Supplementary Figure S8,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S8__phase4_RoE_heatmap.pdf,present,9780859bff9af53bb4e07d8da1ed05b8dcfd3c772f4f3897a35a03040f00d5f3,true,
Supplementary Figure S8,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S8__phase4_score_heatmap_by_celltype.pdf,present,795b2f9acfa05adf35a5c07f688c257de6b2e9fea198a84cb62edfe58712dd27,true,
Supplementary Figure S8,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S8__phase4b_patient_level_score_boxplots.pdf,present,265afd5810ad23b54293b6dcb02c112ee59881ee19469db3a1816c8b297c9dea,true,
Supplementary Figure S8,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S8__phase4b_PRFT_high_like_fraction_patient_level.pdf,present,f7651216dac583a5cbbb9ff897a45320166e18ce3d62ab149415fba796bb5174,true,
Supplementary Figure S9,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S9__phase6_GSE14468_KM.pdf,present,8365550477af05ca23d574189efc037de1ed9b816aa49edbfcc1b1dc35fb1b9d,true,
Supplementary Figure S9,supplementary_figure,figures/supplementary_figures/Supplementary_Figure_S9__phase6_GSE6891_KM.pdf,present,415a49d0ab09e7cbd7ffc332f14c2601bd8657d9f1df3ffa93c6067228273d8e,true,
Supplementary Figure S10 forbidden,forbidden,,missing,,false,Must be absent
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S10__phase5_consensus_hub_genes.csv,present,4283f464477db7e2b17f3afd180a477acb046863cc53ab5d43eddb549d473f83,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S10__phase5_FS12_PPI_top20.csv,present,a3d80952990262b5533052484599f53f7c78ae4f92d52f991fd206f27a2e8db5,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S10_part1.csv,present,4283f464477db7e2b17f3afd180a477acb046863cc53ab5d43eddb549d473f83,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S10_part2.csv,present,a3d80952990262b5533052484599f53f7c78ae4f92d52f991fd206f27a2e8db5,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S11__phase3C_BeatAML_drug_correlation_all.csv,present,7302ee6a1bc29b110b0d241c951ad85874c63c439a416086ff1faafc72e89c60,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S11__phase3C_fix_main_vs_supplement_recommendation.csv,present,0b1bd500f35ac6c655bc06ec6ca4496d0cbb02248575fe67a975de75af51d4b8,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S11_part1.csv,present,7302ee6a1bc29b110b0d241c951ad85874c63c439a416086ff1faafc72e89c60,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S11_part2.csv,present,0b1bd500f35ac6c655bc06ec6ca4496d0cbb02248575fe67a975de75af51d4b8,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S12__phase4b_mixed_effect_models.csv,present,cbad236df7fb2aad13b562a04c28f8f65893297dc83800f6d37cffc8d05343a7,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S12__phase4b_patient_celltype_pseudobulk_scores.csv,present,f56db75777c66e1735f11f02d0bf46e24b9807921db34144add4d5bfd63ea168,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S12_part1.csv,present,f56db75777c66e1735f11f02d0bf46e24b9807921db34144add4d5bfd63ea168,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S12_part2.csv,present,cbad236df7fb2aad13b562a04c28f8f65893297dc83800f6d37cffc8d05343a7,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S13__phase7_cleanup_main_signature_pathway_summary.csv,present,c5e9c9e702109adf3fd17e1167c122097f875296b99f111545979c4ad9081dd6,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S13__phase7_pathway_cross_cohort_consistency.csv,present,0d6d4ebe1e210955ba6acc4950eed723fe21115a8fc4b8acefab0493891eab8d,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S13_part1.csv,present,c5e9c9e702109adf3fd17e1167c122097f875296b99f111545979c4ad9081dd6,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S13_part2.csv,present,0d6d4ebe1e210955ba6acc4950eed723fe21115a8fc4b8acefab0493891eab8d,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S14.csv,present,0729dbcfbd7f2716992efcc5ea559cad7b6a30373dacf8fed187b00f4c040cb0,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S14__phase6_external_validation_interpretation.csv,present,0729dbcfbd7f2716992efcc5ea559cad7b6a30373dacf8fed187b00f4c040cb0,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S15__phase8A_AS_candidate_file_classification.csv,present,00484ae44f3fc693bb0ae9c0f68c2bb8f3ace19bd7cf03de04ac7958a56f93c3,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S15__phase8A_AS_feasibility_report.csv,present,0b6ceec40af886e451f5b46c9f9e15273777e3ed10ee9a51cbd858201aa35c6c,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S15_part1.csv,present,0b6ceec40af886e451f5b46c9f9e15273777e3ed10ee9a51cbd858201aa35c6c,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S15_part2.csv,present,00484ae44f3fc693bb0ae9c0f68c2bb8f3ace19bd7cf03de04ac7958a56f93c3,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S1__phase1_fix_sample_flow.csv,present,261a984d670f35092be8dabcb04abf20eb312f80481e65f130250a326fb8ca46,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S1__phase3C_BeatAML_sample_flow.csv,present,f95707f50b19d8cd9e7cd3a23f256aa868ec5282376753eecf3fefa0d8f6f784,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S1_part1.csv,present,261a984d670f35092be8dabcb04abf20eb312f80481e65f130250a326fb8ca46,true,
Supplementary Table S1,supplementary_table,supplementary_tables/Supplementary_Table_S1_part2.csv,present,f95707f50b19d8cd9e7cd3a23f256aa868ec5282376753eecf3fefa0d8f6f784,true,
Supplementary Table S2,supplementary_table,supplementary_tables/Supplementary_Table_S2.csv,present,accd9226fd4bb56c3dbf35d7124ea97c716fec22cd83292dfef087555383d890,true,
Supplementary Table S2,supplementary_table,supplementary_tables/Supplementary_Table_S2__phase7_gene_sets_used.csv,present,accd9226fd4bb56c3dbf35d7124ea97c716fec22cd83292dfef087555383d890,true,
Supplementary Table S3,supplementary_table,supplementary_tables/Supplementary_Table_S3__phase1_DEG.csv,present,c2518b39035387caa1fa94523a50b67b35ddbdc31f8ed65680f6a693823fb627,true,
Supplementary Table S3,supplementary_table,supplementary_tables/Supplementary_Table_S3__phase1_fix_WGCNA_modules.csv,present,20e7bdb15ec399ee7942ecc008aaf17c900ec2f033310ca92b3983c5f7ab819b,true,
Supplementary Table S3,supplementary_table,supplementary_tables/Supplementary_Table_S3_part1.csv,present,c2518b39035387caa1fa94523a50b67b35ddbdc31f8ed65680f6a693823fb627,true,
Supplementary Table S3,supplementary_table,supplementary_tables/Supplementary_Table_S3_part2.csv,present,20e7bdb15ec399ee7942ecc008aaf17c900ec2f033310ca92b3983c5f7ab819b,true,
Supplementary Table S4,supplementary_table,supplementary_tables/Supplementary_Table_S4.csv,present,8b8139b08f54650f307a27cb710a8f9ba2a1e588f1df015221bb5ab0edfe5d06,true,
Supplementary Table S4,supplementary_table,supplementary_tables/Supplementary_Table_S4__phase1_fix_715_candidates.csv,present,8b8139b08f54650f307a27cb710a8f9ba2a1e588f1df015221bb5ab0edfe5d06,true,
Supplementary Table S5,supplementary_table,supplementary_tables/Supplementary_Table_S5.csv,present,9f59321ec617f6f9fd5bb244e7a73177581ee062b9b4f521d61c0150a2ad44c2,true,
Supplementary Table S5,supplementary_table,supplementary_tables/Supplementary_Table_S5__phase1_33_candidates.csv,present,9f59321ec617f6f9fd5bb244e7a73177581ee062b9b4f521d61c0150a2ad44c2,true,
Supplementary Table S6,supplementary_table,supplementary_tables/Supplementary_Table_S6__phase1_risk_score_formula.txt,present,4aeda99c937be11a5038c6296e01b98a9c226d0019a54058814d2be3332cdcaf,true,
Supplementary Table S6,supplementary_table,supplementary_tables/Supplementary_Table_S6__phase1_six_gene_coefficients.csv,present,26b657df9184befbd2355e09a7bcee17bc3e0bf29e3678068093f77720e5e684,true,
Supplementary Table S6,supplementary_table,supplementary_tables/Supplementary_Table_S6_part1.csv,present,26b657df9184befbd2355e09a7bcee17bc3e0bf29e3678068093f77720e5e684,true,
Supplementary Table S6,supplementary_table,supplementary_tables/Supplementary_Table_S6_part2.txt,present,4aeda99c937be11a5038c6296e01b98a9c226d0019a54058814d2be3332cdcaf,true,
Supplementary Table S7,supplementary_table,supplementary_tables/Supplementary_Table_S7__phase2_multivariable_cox_models.csv,present,10db115239f56be7829c72beeaca9e8893032747e7e22a8c764869c74165a917,true,
Supplementary Table S7,supplementary_table,supplementary_tables/Supplementary_Table_S7__phase2_univariate_clinical_cox.csv,present,851121282a5a62df106fa5349b4b8aba0e48e1fccf7bcaa4986859f8e730d9fd,true,
Supplementary Table S7,supplementary_table,supplementary_tables/Supplementary_Table_S7_part1.csv,present,10db115239f56be7829c72beeaca9e8893032747e7e22a8c764869c74165a917,true,
Supplementary Table S7,supplementary_table,supplementary_tables/Supplementary_Table_S7_part2.csv,present,851121282a5a62df106fa5349b4b8aba0e48e1fccf7bcaa4986859f8e730d9fd,true,
Supplementary Table S8,supplementary_table,supplementary_tables/Supplementary_Table_S8.csv,present,e0411aeafd675ee9fbdc6fe3fde0ca1716f285bc06d9118091fcbfef3ed1c8e1,true,
Supplementary Table S8,supplementary_table,supplementary_tables/Supplementary_Table_S8__phase3A_fix_model_ranking_composite_score.csv,present,e0411aeafd675ee9fbdc6fe3fde0ca1716f285bc06d9118091fcbfef3ed1c8e1,true,
Supplementary Table S9,supplementary_table,supplementary_tables/Supplementary_Table_S9.csv,present,c114ce0cef45057d041202cef41bc98aa3166d5cca93551765274fda0bc5d7d7,true,
Supplementary Table S9,supplementary_table,supplementary_tables/Supplementary_Table_S9__phase3B_fix_SHAP_or_importance_top_features.csv,present,c114ce0cef45057d041202cef41bc98aa3166d5cca93551765274fda0bc5d7d7,true,
Supplementary Table S10,supplementary_table,supplementary_tables/Supplementary_Table_S10__phase5_consensus_hub_genes.csv,present,4283f464477db7e2b17f3afd180a477acb046863cc53ab5d43eddb549d473f83,true,
Supplementary Table S10,supplementary_table,supplementary_tables/Supplementary_Table_S10__phase5_FS12_PPI_top20.csv,present,a3d80952990262b5533052484599f53f7c78ae4f92d52f991fd206f27a2e8db5,true,
Supplementary Table S10,supplementary_table,supplementary_tables/Supplementary_Table_S10_part1.csv,present,4283f464477db7e2b17f3afd180a477acb046863cc53ab5d43eddb549d473f83,true,
Supplementary Table S10,supplementary_table,supplementary_tables/Supplementary_Table_S10_part2.csv,present,a3d80952990262b5533052484599f53f7c78ae4f92d52f991fd206f27a2e8db5,true,
Supplementary Table S11,supplementary_table,supplementary_tables/Supplementary_Table_S11__phase3C_BeatAML_drug_correlation_all.csv,present,7302ee6a1bc29b110b0d241c951ad85874c63c439a416086ff1faafc72e89c60,true,
Supplementary Table S11,supplementary_table,supplementary_tables/Supplementary_Table_S11__phase3C_fix_main_vs_supplement_recommendation.csv,present,0b1bd500f35ac6c655bc06ec6ca4496d0cbb02248575fe67a975de75af51d4b8,true,
Supplementary Table S11,supplementary_table,supplementary_tables/Supplementary_Table_S11_part1.csv,present,7302ee6a1bc29b110b0d241c951ad85874c63c439a416086ff1faafc72e89c60,true,
Supplementary Table S11,supplementary_table,supplementary_tables/Supplementary_Table_S11_part2.csv,present,0b1bd500f35ac6c655bc06ec6ca4496d0cbb02248575fe67a975de75af51d4b8,true,
Supplementary Table S12,supplementary_table,supplementary_tables/Supplementary_Table_S12__phase4b_mixed_effect_models.csv,present,cbad236df7fb2aad13b562a04c28f8f65893297dc83800f6d37cffc8d05343a7,true,
Supplementary Table S12,supplementary_table,supplementary_tables/Supplementary_Table_S12__phase4b_patient_celltype_pseudobulk_scores.csv,present,f56db75777c66e1735f11f02d0bf46e24b9807921db34144add4d5bfd63ea168,true,
Supplementary Table S12,supplementary_table,supplementary_tables/Supplementary_Table_S12_part1.csv,present,f56db75777c66e1735f11f02d0bf46e24b9807921db34144add4d5bfd63ea168,true,
Supplementary Table S12,supplementary_table,supplementary_tables/Supplementary_Table_S12_part2.csv,present,cbad236df7fb2aad13b562a04c28f8f65893297dc83800f6d37cffc8d05343a7,true,
Supplementary Table S13,supplementary_table,supplementary_tables/Supplementary_Table_S13__phase7_cleanup_main_signature_pathway_summary.csv,present,c5e9c9e702109adf3fd17e1167c122097f875296b99f111545979c4ad9081dd6,true,
Supplementary Table S13,supplementary_table,supplementary_tables/Supplementary_Table_S13__phase7_pathway_cross_cohort_consistency.csv,present,0d6d4ebe1e210955ba6acc4950eed723fe21115a8fc4b8acefab0493891eab8d,true,
Supplementary Table S13,supplementary_table,supplementary_tables/Supplementary_Table_S13_part1.csv,present,c5e9c9e702109adf3fd17e1167c122097f875296b99f111545979c4ad9081dd6,true,
Supplementary Table S13,supplementary_table,supplementary_tables/Supplementary_Table_S13_part2.csv,present,0d6d4ebe1e210955ba6acc4950eed723fe21115a8fc4b8acefab0493891eab8d,true,
Supplementary Table S14,supplementary_table,supplementary_tables/Supplementary_Table_S14.csv,present,0729dbcfbd7f2716992efcc5ea559cad7b6a30373dacf8fed187b00f4c040cb0,true,
Supplementary Table S14,supplementary_table,supplementary_tables/Supplementary_Table_S14__phase6_external_validation_interpretation.csv,present,0729dbcfbd7f2716992efcc5ea559cad7b6a30373dacf8fed187b00f4c040cb0,true,
Supplementary Table S15,supplementary_table,supplementary_tables/Supplementary_Table_S15__phase8A_AS_candidate_file_classification.csv,present,00484ae44f3fc693bb0ae9c0f68c2bb8f3ace19bd7cf03de04ac7958a56f93c3,true,
Supplementary Table S15,supplementary_table,supplementary_tables/Supplementary_Table_S15__phase8A_AS_feasibility_report.csv,present,0b6ceec40af886e451f5b46c9f9e15273777e3ed10ee9a51cbd858201aa35c6c,true,
Supplementary Table S15,supplementary_table,supplementary_tables/Supplementary_Table_S15_part1.csv,present,0b6ceec40af886e451f5b46c9f9e15273777e3ed10ee9a51cbd858201aa35c6c,true,
Supplementary Table S15,supplementary_table,supplementary_tables/Supplementary_Table_S15_part2.csv,present,00484ae44f3fc693bb0ae9c0f68c2bb8f3ace19bd7cf03de04ac7958a56f93c3,true,
repository_manifest,metadata,metadata/repository_manifest.csv,present,328b0390efe21656255252e2fb7fb1390508bc088a1d861e4e19e22e9f8c4319,true,
data_dictionary,metadata,metadata/data_dictionary.csv,present,11e75267fd4c2648aeb1b840df4f573a32269865b5f6fa394e3236e71e8439c7,true,
code_manifest,metadata,metadata/code_manifest.csv,present,f577aa7695028e513cce87bd86629d184cd62b75ec4f20602fd62ec8a64f1afa,true,
final_file_manifest,metadata,metadata/final_file_manifest.csv,present,d9f57fc7b174dd7a2b91c9da27947ea0aabb26c0d98a7440788f289a77d5a4f8,true,
